AbsoluteTime,Year,Month,Day,Tmean,Tmin,Tmax
3155716800,2000,1,1,3.7,0.9,4.5
3155803200,2000,1,2,2.3,0.4,6.3
3155889600,2000,1,3,4.8,0.6,6.2
3155976000,2000,1,4,6.2,3.9,7
3156062400,2000,1,5,3,0.2,7.1
3156148800,2000,1,6,3,-2,7.6
3156235200,2000,1,7,5.3,3.5,8.7
3156321600,2000,1,8,4.7,-1.1,7.8
3156408000,2000,1,9,4.4,3.9,5.9
3156494400,2000,1,10,1.8,0.8,4.3
3156580800,2000,1,11,-1.6,-2.4,1.5
3156667200,2000,1,12,-2.2,-5.6,1.3
3156753600,2000,1,13,-2.8,-5.9,-1
3156840000,2000,1,14,1.1,-2.8,2
3156926400,2000,1,15,1.1,0.7,2.1
3157012800,2000,1,16,1.7,-2.1,3
3157099200,2000,1,17,7,3,7.9
3157185600,2000,1,18,3.8,2.5,8.2
3157272000,2000,1,19,0.4,-0.6,3.2
3157358400,2000,1,20,3.4,-3.1,4
3157444800,2000,1,21,1.4,-1,5
3157531200,2000,1,22,1.8,-0.9,3.7
3157617600,2000,1,23,-5.3,-7.8,1.4
3157704000,2000,1,24,-6.3,-10.4,-3.3
3157790400,2000,1,25,-7.1,-11.6,-2.6
3157876800,2000,1,26,-0.2,-8.2,2.1
3157963200,2000,1,27,1.9,1.6,2.4
3158049600,2000,1,28,2.4,-1.5,4.9
3158136000,2000,1,29,7.6,3.2,9.5
3158222400,2000,1,30,6.3,5.5,9.6
3158308800,2000,1,31,9.4,5.6,12.2
3158395200,2000,2,1,7.4,5.8,10.3
3158481600,2000,2,2,7.5,5.5,10.2
3158568000,2000,2,3,5.4,4,7.5
3158654400,2000,2,4,6,1.3,9
3158740800,2000,2,5,10,6.8,14.7
3158827200,2000,2,6,9.3,6.8,12.8
3158913600,2000,2,7,8.8,6.5,11.8
3159000000,2000,2,8,11.1,7.5,13
3159086400,2000,2,9,5.3,3,12.5
3159172800,2000,2,10,8.5,5.3,10
3159259200,2000,2,11,3.1,0.9,9.5
3159345600,2000,2,12,3.2,-3,7.6
3159432000,2000,2,13,2.4,1,7.7
3159518400,2000,2,14,3.2,1,6
3159604800,2000,2,15,6.3,1.7,9.5
3159691200,2000,2,16,2.8,0.3,7.3
3159777600,2000,2,17,1.3,-0.2,4
3159864000,2000,2,18,2,-1.3,4.5
3159950400,2000,2,19,3.6,0.8,7.5
3160036800,2000,2,20,1.6,0.4,3.6
3160123200,2000,2,21,-0.4,-2.5,3.6
3160209600,2000,2,22,3.2,-2.5,6
3160296000,2000,2,23,4.5,2.6,7.9
3160382400,2000,2,24,6,2.2,7.5
3160468800,2000,2,25,3,1.5,7
3160555200,2000,2,26,2.4,-0.4,8.7
3160641600,2000,2,27,5.8,-3,12
3160728000,2000,2,28,11.8,6.9,17.5
3160814400,2000,2,29,7.3,3,11.5
3160900800,2000,3,1,6.1,3.5,8.8
3160987200,2000,3,2,4.4,2.5,7
3161073600,2000,3,3,5.7,3.8,10.2
3161160000,2000,3,4,2.1,-0.4,5.1
3161246400,2000,3,5,1.7,-0.4,3.8
3161332800,2000,3,6,6.1,0.2,10
3161419200,2000,3,7,9.2,5,12.5
3161505600,2000,3,8,11.7,9.2,12.7
3161592000,2000,3,9,12,10.7,14.7
3161678400,2000,3,10,4.9,3,10.8
3161764800,2000,3,11,9,4.6,11.7
3161851200,2000,3,12,5,3,8
3161937600,2000,3,13,8.6,4,11.7
3162024000,2000,3,14,7.8,6,13
3162110400,2000,3,15,3.7,1.7,6
3162196800,2000,3,16,4.8,2.6,7.2
3162283200,2000,3,17,5.1,2.6,7.4
3162369600,2000,3,18,5.7,2.6,8.6
3162456000,2000,3,19,5.3,2.2,8.6
3162542400,2000,3,20,4.6,-0.5,11.3
3162628800,2000,3,21,6.2,4.2,12.7
3162715200,2000,3,22,8.6,0.4,18.2
3162801600,2000,3,23,8.8,2.6,16.8
3162888000,2000,3,24,9.7,5.4,13.5
3162974400,2000,3,25,10,8,14.7
3163060800,2000,3,26,7.5,3.3,12
3163147200,2000,3,27,5.6,3.7,8
3163233600,2000,3,28,4.4,3.4,6
3163320000,2000,3,29,7.1,4,8.1
3163406400,2000,3,30,5.3,4.5,8.4
3163492800,2000,3,31,6.6,4.6,9.3
3163579200,2000,4,1,7.2,4,12.5
3163665600,2000,4,2,7.8,3,14.3
3163752000,2000,4,3,11,0.1,19.4
3163838400,2000,4,4,12,7.5,18
3163924800,2000,4,5,4.8,3.9,9.7
3164011200,2000,4,6,5.5,-0.5,10.2
3164097600,2000,4,7,8.5,2.5,12.2
3164184000,2000,4,8,7.6,5.3,12.5
3164270400,2000,4,9,6.9,2.1,11.5
3164356800,2000,4,10,7.3,2.2,12.5
3164443200,2000,4,11,6.2,0.4,14.2
3164529600,2000,4,12,7,3.7,11.8
3164616000,2000,4,13,9,1.4,14.8
3164702400,2000,4,14,9.2,7,12.2
3164788800,2000,4,15,10.8,3.9,20.2
3164875200,2000,4,16,11.9,6.5,18.5
3164961600,2000,4,17,12.8,4.7,19.3
3165048000,2000,4,18,13.8,9.4,18.2
3165134400,2000,4,19,10.5,9.2,14.5
3165220800,2000,4,20,12.4,6.1,20.4
3165307200,2000,4,21,16.6,7.4,25.2
3165393600,2000,4,22,18.1,8.9,27.5
3165480000,2000,4,23,19.2,10.1,28
3165566400,2000,4,24,12.8,11.5,18.3
3165652800,2000,4,25,13.8,8.7,19.1
3165739200,2000,4,26,16.4,6.5,25.1
3165825600,2000,4,27,18.7,9.7,25
3165912000,2000,4,28,18.5,11.7,24.7
3165998400,2000,4,29,17.3,10.9,25
3166084800,2000,4,30,16.4,13,22.1
3166171200,2000,5,1,16.7,11.9,21
3166257600,2000,5,2,16.9,12.7,23.2
3166344000,2000,5,3,15,7.1,23.1
3166430400,2000,5,4,14.8,8,23
3166516800,2000,5,5,16.8,6.4,24.4
3166603200,2000,5,6,17.6,8.5,25.9
3166689600,2000,5,7,20.5,8.7,27.3
3166776000,2000,5,8,19.4,13.2,24.7
3166862400,2000,5,9,18.1,12.3,24.8
3166948800,2000,5,10,19,12.5,26.4
3167035200,2000,5,11,18.4,12.3,26.2
3167121600,2000,5,12,16.4,11.3,22.5
3167208000,2000,5,13,14.9,4.8,22.5
3167294400,2000,5,14,17.2,6.5,26.1
3167380800,2000,5,15,18.8,8.6,28.4
3167467200,2000,5,16,20.4,10.5,29.7
3167553600,2000,5,17,19.3,14.8,29.4
3167640000,2000,5,18,14,11.2,18.6
3167726400,2000,5,19,12.8,7.8,18.7
3167812800,2000,5,20,11.1,8.2,14.9
3167899200,2000,5,21,12,5.2,17.5
3167985600,2000,5,22,12.8,9.9,16.8
3168072000,2000,5,23,14.4,9.2,18.8
3168158400,2000,5,24,16.7,9.1,21.5
3168244800,2000,5,25,16,12.1,22.4
3168331200,2000,5,26,16.6,8.4,22.5
3168417600,2000,5,27,14.3,12.2,19.9
3168504000,2000,5,28,14.5,6.8,21
3168590400,2000,5,29,11.6,7.5,17
3168676800,2000,5,30,12.2,5.3,16.9
3168763200,2000,5,31,12.8,9,18.6
3168849600,2000,6,1,17.2,6.8,23.3
3168936000,2000,6,2,22.2,11.7,29.9
3169022400,2000,6,3,20.8,13.5,29.4
3169108800,2000,6,4,21.8,16.3,28.2
3169195200,2000,6,5,21.2,17.1,27.1
3169281600,2000,6,6,14.2,12,19.9
3169368000,2000,6,7,13.3,10.5,17
3169454400,2000,6,8,16.2,7.9,22.6
3169540800,2000,6,9,21.7,9.4,29.3
3169627200,2000,6,10,24.4,14.3,32.2
3169713600,2000,6,11,19,16.7,23.9
3169800000,2000,6,12,20,15.6,26.1
3169886400,2000,6,13,23,12.8,30.7
3169972800,2000,6,14,21.1,17.8,26.7
3170059200,2000,6,15,15.8,12.8,20.7
3170145600,2000,6,16,13.4,9.8,18.2
3170232000,2000,6,17,13.2,6.7,20.2
3170318400,2000,6,18,18.9,6.6,27.9
3170404800,2000,6,19,23.6,12.3,33.3
3170491200,2000,6,20,25.9,13,35.4
3170577600,2000,6,21,26.4,16.9,34.4
3170664000,2000,6,22,22,15.8,29.6
3170750400,2000,6,23,18.8,14.9,22.7
3170836800,2000,6,24,15.5,14.3,18.5
3170923200,2000,6,25,14.6,12.7,19.1
3171009600,2000,6,26,13.4,10.4,17.1
3171096000,2000,6,27,13,8.9,16.5
3171182400,2000,6,28,12.8,9.8,18.5
3171268800,2000,6,29,13.4,10.6,15.6
3171355200,2000,6,30,15.4,8.6,22
3171441600,2000,7,1,17.7,8.3,24.5
3171528000,2000,7,2,20,14.2,25.5
3171614400,2000,7,3,20.3,15.7,25.9
3171700800,2000,7,4,19,14.3,24.6
3171787200,2000,7,5,19,15.5,23.7
3171873600,2000,7,6,18.9,14.7,22.6
3171960000,2000,7,7,14.7,11,17.8
3172046400,2000,7,8,13.3,10.6,15.6
3172132800,2000,7,9,15,11.7,18.6
3172219200,2000,7,10,17.9,12.9,21.6
3172305600,2000,7,11,16.3,14.2,20.5
3172392000,2000,7,12,14.8,12.9,17.7
3172478400,2000,7,13,14.7,9,19.2
3172564800,2000,7,14,14.3,13.6,18.7
3172651200,2000,7,15,14,11.4,18.5
3172737600,2000,7,16,14.9,9.1,21.7
3172824000,2000,7,17,16.1,11.1,21.3
3172910400,2000,7,18,14.8,13.2,17.7
3172996800,2000,7,19,15.6,12.2,17.9
3173083200,2000,7,20,17.4,9,21.5
3173169600,2000,7,21,13.8,12.9,16.9
3173256000,2000,7,22,15.1,9.2,20.9
3173342400,2000,7,23,18.7,10.7,25.9
3173428800,2000,7,24,18.4,12.1,22.7
3173515200,2000,7,25,18.8,15.3,22.1
3173601600,2000,7,26,18.3,14.2,23.5
3173688000,2000,7,27,19.5,15.6,25.2
3173774400,2000,7,28,17.7,15.4,23.1
3173860800,2000,7,29,17,14.4,22
3173947200,2000,7,30,16.4,12.6,22
3174033600,2000,7,31,17.9,12.7,23.9
3174120000,2000,8,1,20.5,11.4,29.3
3174206400,2000,8,2,19.1,14.4,22.9
3174292800,2000,8,3,18.3,12.2,25
3174379200,2000,8,4,18.4,12.1,25.4
3174465600,2000,8,5,19.6,11.6,26.5
3174552000,2000,8,6,20.6,13.3,26.3
3174638400,2000,8,7,17.9,15.6,23.5
3174724800,2000,8,8,18.4,14.4,22.9
3174811200,2000,8,9,18.3,13.6,25
3174897600,2000,8,10,20,12.9,28.3
3174984000,2000,8,11,19.2,15.3,25.3
3175070400,2000,8,12,19.6,11.9,28.4
3175156800,2000,8,13,21.6,12.1,31.5
3175243200,2000,8,14,23.3,13.8,33.6
3175329600,2000,8,15,22.3,15.9,30.2
3175416000,2000,8,16,21.3,16.6,28.1
3175502400,2000,8,17,22,15.4,31.1
3175588800,2000,8,18,20.5,14.6,26.8
3175675200,2000,8,19,22.7,17.4,28.9
3175761600,2000,8,20,22.3,16.6,29
3175848000,2000,8,21,19.2,16.1,25.1
3175934400,2000,8,22,16.2,14.3,21.8
3176020800,2000,8,23,15.5,11,23
3176107200,2000,8,24,17.1,9.6,25.3
3176193600,2000,8,25,16.4,12.2,23
3176280000,2000,8,26,17.8,8.6,25
3176366400,2000,8,27,18.7,8.4,26.4
3176452800,2000,8,28,17,14.8,23
3176539200,2000,8,29,15.7,10.2,24.6
3176625600,2000,8,30,16.8,11.9,23.2
3176712000,2000,8,31,17,12.6,22.4
3176798400,2000,9,1,16.7,11.9,23.5
3176884800,2000,9,2,15,12.5,20.3
3176971200,2000,9,3,13.8,12.5,16
3177057600,2000,9,4,12.3,11,17.2
3177144000,2000,9,5,13.5,9,16.6
3177230400,2000,9,6,13.7,10.4,19.5
3177316800,2000,9,7,13.3,11.2,18.6
3177403200,2000,9,8,16.6,9.6,21.4
3177489600,2000,9,9,18.3,13.8,26.1
3177576000,2000,9,10,19.3,12.6,25.4
3177662400,2000,9,11,19.2,17.3,25.7
3177748800,2000,9,12,20.2,13.4,28.2
3177835200,2000,9,13,17.8,14.9,20.9
3177921600,2000,9,14,17.9,13.4,23
3178008000,2000,9,15,18.5,14.3,23.4
3178094400,2000,9,16,15.7,14.2,19.2
3178180800,2000,9,17,14.8,12.9,18.6
3178267200,2000,9,18,14.4,12.6,19.5
3178353600,2000,9,19,13,8.7,20
3178440000,2000,9,20,11.2,6,17.6
3178526400,2000,9,21,9.9,9.4,11
3178612800,2000,9,22,11.4,9.9,12.7
3178699200,2000,9,23,12.3,10.1,18.3
3178785600,2000,9,24,10,4.4,18
3178872000,2000,9,25,11.2,5.7,18.9
3178958400,2000,9,26,14.7,10,22.1
3179044800,2000,9,27,16.7,9.9,24.1
3179131200,2000,9,28,16.7,12.4,25
3179217600,2000,9,29,15.5,11.8,24.5
3179304000,2000,9,30,15.2,8.9,24.4
3179390400,2000,10,1,15.1,11.1,20.9
3179476800,2000,10,2,14,11.7,20
3179563200,2000,10,3,11.6,7.8,19
3179649600,2000,10,4,14.9,9.3,20
3179736000,2000,10,5,14.4,13.4,16.5
3179822400,2000,10,6,10.4,9.3,14
3179908800,2000,10,7,8.4,8,10.8
3179995200,2000,10,8,9.4,6.9,12.8
3180081600,2000,10,9,8.7,7.3,12.1
3180168000,2000,10,10,9.6,4.4,14.1
3180254400,2000,10,11,12.1,5.1,16.3
3180340800,2000,10,12,12.1,9.3,15.7
3180427200,2000,10,13,12.1,9.7,16.8
3180513600,2000,10,14,13.8,9,18
3180600000,2000,10,15,14.6,13.4,15.5
3180686400,2000,10,16,13.4,10.4,20.5
3180772800,2000,10,17,12,7.7,16.1
3180859200,2000,10,18,8.7,5.4,15
3180945600,2000,10,19,10,4.2,13.6
3181032000,2000,10,20,10.3,8.1,17.4
3181118400,2000,10,21,12.2,5.5,19
3181204800,2000,10,22,11,5.3,19.6
3181291200,2000,10,23,10.3,5,17.6
3181377600,2000,10,24,12.4,9,16.3
3181464000,2000,10,25,14.4,10,16.5
3181550400,2000,10,26,11.2,8.9,15.8
3181636800,2000,10,27,10.5,6.9,13.5
3181723200,2000,10,28,12.4,10.2,15.8
3181809600,2000,10,29,12.2,10.2,15.4
3181896000,2000,10,30,14.2,10.2,15.5
3181982400,2000,10,31,10.8,10.3,15.8
3182068800,2000,11,1,10,8.5,13
3182155200,2000,11,2,10.4,3.8,14.7
3182241600,2000,11,3,9,5.8,12.5
3182328000,2000,11,4,6.4,3.9,11
3182414400,2000,11,5,3.6,0.6,10.3
3182500800,2000,11,6,5.9,-0.5,9.5
3182587200,2000,11,7,8.7,5.6,13.9
3182673600,2000,11,8,6.1,2.6,12.5
3182760000,2000,11,9,7.8,4.3,11.9
3182846400,2000,11,10,6.4,2.3,10.5
3182932800,2000,11,11,5.4,1.4,10
3183019200,2000,11,12,9.5,2.1,12.4
3183105600,2000,11,13,10,9,12.4
3183192000,2000,11,14,9.1,7.5,11.3
3183278400,2000,11,15,6.9,4.2,11
3183364800,2000,11,16,3.8,1.4,10.4
3183451200,2000,11,17,4.4,0.4,5.6
3183537600,2000,11,18,4.2,1.6,7.4
3183624000,2000,11,19,5.2,1.5,8.6
3183710400,2000,11,20,6,4.5,10.5
3183796800,2000,11,21,4,2.1,8.4
3183883200,2000,11,22,8.8,0.9,11.5
3183969600,2000,11,23,7.6,5.7,11.4
3184056000,2000,11,24,6.7,2.7,9.9
3184142400,2000,11,25,3,1,7
3184228800,2000,11,26,6.6,-0.7,8.9
3184315200,2000,11,27,5.9,4.6,10.6
3184401600,2000,11,28,6.8,2.5,9.1
3184488000,2000,11,29,9.1,5.1,14
3184574400,2000,11,30,8.2,5.8,12.7
3184660800,2000,12,1,6.4,2.2,11.5
3184747200,2000,12,2,8.4,5.9,11
3184833600,2000,12,3,6.8,1.7,11.5
3184920000,2000,12,4,6.5,2.4,8.8
3185006400,2000,12,5,7.4,5.9,11.1
3185092800,2000,12,6,4.8,1.7,7.8
3185179200,2000,12,7,6.6,2.3,8.7
3185265600,2000,12,8,10.8,6.9,13.3
3185352000,2000,12,9,6.8,4.1,12.2
3185438400,2000,12,10,8.1,2,10
3185524800,2000,12,11,10.9,7.7,13.6
3185611200,2000,12,12,13.2,10.4,14.9
3185697600,2000,12,13,11.8,10.1,14.6
3185784000,2000,12,14,8.4,7.4,10.5
3185870400,2000,12,15,5.6,4.5,8.6
3185956800,2000,12,16,3.6,2.9,6.2
3186043200,2000,12,17,3.2,2.6,4
3186129600,2000,12,18,2.5,1.1,3.8
3186216000,2000,12,19,1.5,0.2,3.3
3186302400,2000,12,20,-1.4,-3.5,2
3186388800,2000,12,21,-5.8,-7.4,-1.6
3186475200,2000,12,22,-6.6,-10.4,-0.7
3186561600,2000,12,23,-2.7,-10.3,1.1
3186648000,2000,12,24,-0.5,-5.7,1.6
3186734400,2000,12,25,-0.7,-1.1,1.6
3186820800,2000,12,26,-0.2,-1.2,0.3
3186907200,2000,12,27,1.6,-0.4,3.6
3186993600,2000,12,28,2.2,-0.1,5.4
3187080000,2000,12,29,-0.5,-4.5,2
3187166400,2000,12,30,0.4,-3.7,3.3
3187252800,2000,12,31,-0.7,-3.6,2.8
3187339200,2001,1,1,0.9,-6.9,2.7
3187425600,2001,1,2,5,1.9,7
3187512000,2001,1,3,5.2,3.3,8
3187598400,2001,1,4,5.4,-0.5,7.5
3187684800,2001,1,5,7.6,5.4,10
3187771200,2001,1,6,8.8,7,12.5
3187857600,2001,1,7,5.2,4.4,7.5
3187944000,2001,1,8,1.3,-0.9,6
3188030400,2001,1,9,2.4,-1.6,6
3188116800,2001,1,10,0.8,-2,2.6
3188203200,2001,1,11,0,-1.6,2.4
3188289600,2001,1,12,-0.4,-3.5,0.2
3188376000,2001,1,13,-3.9,-5.3,0
3188462400,2001,1,14,-3,-5.8,-1.6
3188548800,2001,1,15,-4.2,-7.6,0.4
3188635200,2001,1,16,-5.6,-10.1,0.1
3188721600,2001,1,17,-3.2,-8.9,1.6
3188808000,2001,1,18,-2.6,-6.8,-0.2
3188894400,2001,1,19,-2.4,-6.9,2.2
3188980800,2001,1,20,-0.7,-3.5,1.9
3189067200,2001,1,21,-1.5,-3.9,3.3
3189153600,2001,1,22,2.5,-4.5,3.4
3189240000,2001,1,23,4.4,2.9,7.2
3189326400,2001,1,24,7.7,3.8,9.1
3189412800,2001,1,25,4.9,2.1,10.5
3189499200,2001,1,26,3.3,0.6,8.6
3189585600,2001,1,27,3,-1.3,6.5
3189672000,2001,1,28,3.5,2,7
3189758400,2001,1,29,2.2,0.6,4.8
3189844800,2001,1,30,1,0.2,2.6
3189931200,2001,1,31,1.2,0.4,2.8
3190017600,2001,2,1,0.5,-0.6,2.8
3190104000,2001,2,2,-1.5,-3.7,-0.1
3190190400,2001,2,3,-1.9,-2.4,-1
3190276800,2001,2,4,0.1,-2.1,0.7
3190363200,2001,2,5,8.8,0.4,11.1
3190449600,2001,2,6,12.6,9.2,15
3190536000,2001,2,7,12.4,8.4,16.5
3190622400,2001,2,8,10.3,7.9,16.2
3190708800,2001,2,9,4.7,2.9,9.5
3190795200,2001,2,10,1.1,-0.6,6.4
3190881600,2001,2,11,7.8,-1.5,12.8
3190968000,2001,2,12,9,5.2,12.7
3191054400,2001,2,13,6,5.2,9.9
3191140800,2001,2,14,3.7,1.1,9.1
3191227200,2001,2,15,2.9,-1.6,11.7
3191313600,2001,2,16,3.4,-3.5,13.2
3191400000,2001,2,17,2.6,1.6,3
3191486400,2001,2,18,3,-0.9,5
3191572800,2001,2,19,4.2,2.1,7.2
3191659200,2001,2,20,5,2.7,7.6
3191745600,2001,2,21,5.5,4.3,6
3191832000,2001,2,22,4,2.8,6.4
3191918400,2001,2,23,0.1,-1.4,3
3192004800,2001,2,24,-5.3,-7.2,-1.2
3192091200,2001,2,25,-1.5,-8.6,2.6
3192177600,2001,2,26,-0.2,-3,2.6
3192264000,2001,2,27,-1.2,-8.2,4.5
3192350400,2001,2,28,1.5,-3,7.1
3192436800,2001,3,1,2,-2.1,7.7
3192523200,2001,3,2,1.4,-1.1,6.3
3192609600,2001,3,3,1.2,-2.2,2.4
3192696000,2001,3,4,1.8,0.5,3.7
3192782400,2001,3,5,0.9,0.3,2.6
3192868800,2001,3,6,0.8,-2,6.8
3192955200,2001,3,7,4.4,-4.9,9.6
3193041600,2001,3,8,9.4,2.5,15.5
3193128000,2001,3,9,10,7.3,14.5
3193214400,2001,3,10,10.9,8.7,13.6
3193300800,2001,3,11,12,8.9,15.3
3193387200,2001,3,12,10.5,9,15.5
3193473600,2001,3,13,7,5.5,10.2
3193560000,2001,3,14,5.7,3.6,8.2
3193646400,2001,3,15,4.2,1.3,7.5
3193732800,2001,3,16,7.5,3,12
3193819200,2001,3,17,4.4,3.8,8.3
3193905600,2001,3,18,9,3.4,13.4
3193992000,2001,3,19,3.6,1.3,9.8
3194078400,2001,3,20,1.5,-0.6,4.6
3194164800,2001,3,21,1,-0.2,2.6
3194251200,2001,3,22,7.2,1.5,10.6
3194337600,2001,3,23,6.3,4.2,8.4
3194424000,2001,3,24,9.1,5.6,15.4
3194510400,2001,3,25,1.8,0.8,6.6
3194596800,2001,3,26,-0.4,-1,1
3194683200,2001,3,27,-0.2,-4,1.5
3194769600,2001,3,28,3.9,-0.3,6.2
3194856000,2001,3,29,8.4,3.7,13.2
3194942400,2001,3,30,7.7,6,10.8
3195028800,2001,3,31,9,2.6,15.1
3195115200,2001,4,1,10.4,5,18.7
3195201600,2001,4,2,11.8,4,21.3
3195288000,2001,4,3,10.1,5.2,17.6
3195374400,2001,4,4,10.7,3,20.4
3195460800,2001,4,5,8.5,5.5,13.4
3195547200,2001,4,6,10.4,6.8,15.3
3195633600,2001,4,7,10.2,8.6,13.8
3195720000,2001,4,8,8.7,6.3,15.4
3195806400,2001,4,9,9.8,5,14
3195892800,2001,4,10,8.4,6.6,13.6
3195979200,2001,4,11,9.4,5.6,14
3196065600,2001,4,12,5.7,3.9,10.5
3196152000,2001,4,13,2.2,0.5,6.5
3196238400,2001,4,14,2.1,0.1,5.5
3196324800,2001,4,15,5.2,1.2,8.5
3196411200,2001,4,16,6.9,5,11
3196497600,2001,4,17,5,3,6.9
3196584000,2001,4,18,4.8,3.1,8.5
3196670400,2001,4,19,4.9,1,9.8
3196756800,2001,4,20,3.6,-2,9.4
3196843200,2001,4,21,6.5,2.9,11.8
3196929600,2001,4,22,5.6,2.6,8.1
3197016000,2001,4,23,9,2.5,15.2
3197102400,2001,4,24,11.6,5,19
3197188800,2001,4,25,12.6,5.1,21.7
3197275200,2001,4,26,10.6,7.9,16
3197361600,2001,4,27,9.6,4,14.5
3197448000,2001,4,28,11.4,8.3,14.5
3197534400,2001,4,29,14,10.3,19.4
3197620800,2001,4,30,16.8,7.9,24.4
3197707200,2001,5,1,18.2,9.9,26.4
3197793600,2001,5,2,16.5,10.6,22
3197880000,2001,5,3,21.3,8.2,29.5
3197966400,2001,5,4,16.7,14.9,22.5
3198052800,2001,5,5,9,8,14.9
3198139200,2001,5,6,7.6,6.9,8.6
3198225600,2001,5,7,7.7,6.4,8.5
3198312000,2001,5,8,13.4,7.9,16.6
3198398400,2001,5,9,15.1,9,21.1
3198484800,2001,5,10,15.7,7.3,22.9
3198571200,2001,5,11,16.9,8.3,23.5
3198657600,2001,5,12,14.5,6.8,20.6
3198744000,2001,5,13,15.4,6.4,23.4
3198830400,2001,5,14,18,8.2,26.6
3198916800,2001,5,15,18.4,14,21.9
3199003200,2001,5,16,16.9,11.5,24.8
3199089600,2001,5,17,15.8,12.2,21.9
3199176000,2001,5,18,12.6,11.2,16.1
3199262400,2001,5,19,12.6,9.8,17.4
3199348800,2001,5,20,13.6,5.1,20.5
3199435200,2001,5,21,12.1,5.6,17.9
3199521600,2001,5,22,12.2,5.9,18.5
3199608000,2001,5,23,15,5.1,22.6
3199694400,2001,5,24,16.1,7,25.3
3199780800,2001,5,25,16,9.8,23.8
3199867200,2001,5,26,18,6.5,26.2
3199953600,2001,5,27,19.1,12.9,24
3200040000,2001,5,28,20,15.9,22
3200126400,2001,5,29,20,17.3,25.7
3200212800,2001,5,30,18,9.9,22.4
3200299200,2001,5,31,12.3,10.6,22
3200385600,2001,6,1,12.9,9.9,17.1
3200472000,2001,6,2,13,11.1,17.9
3200558400,2001,6,3,10,7.4,15.1
3200644800,2001,6,4,11.6,7.1,18.9
3200731200,2001,6,5,13.2,10.1,18.4
3200817600,2001,6,6,14.9,7.8,21.3
3200904000,2001,6,7,17.1,14.1,21.2
3200990400,2001,6,8,11.7,9.6,17
3201076800,2001,6,9,14.3,9.7,18.5
3201163200,2001,6,10,12.4,11.2,14.7
3201249600,2001,6,11,11.2,8.7,16.4
3201336000,2001,6,12,13.2,8.6,17.9
3201422400,2001,6,13,15.2,7.3,21.2
3201508800,2001,6,14,15.8,8.3,23.7
3201595200,2001,6,15,19.1,11.6,25.8
3201681600,2001,6,16,15.8,15.2,21.4
3201768000,2001,6,17,15.5,12.7,21.1
3201854400,2001,6,18,14,12.8,18.2
3201940800,2001,6,19,13.4,11.1,17.8
3202027200,2001,6,20,15.2,6.1,22.5
3202113600,2001,6,21,17.8,10.5,24
3202200000,2001,6,22,13.2,11.8,17.5
3202286400,2001,6,23,14.4,11.4,19
3202372800,2001,6,24,18,9.6,23.7
3202459200,2001,6,25,19.4,10.4,26.3
3202545600,2001,6,26,19.8,10.8,26.4
3202632000,2001,6,27,23.6,12.2,30.4
3202718400,2001,6,28,19.3,17.6,24.9
3202804800,2001,6,29,19.8,14.7,25.9
3202891200,2001,6,30,19.8,13.6,28.3
3202977600,2001,7,1,17.8,14.2,23.2
3203064000,2001,7,2,17.5,13.1,22.5
3203150400,2001,7,3,17.6,12.7,22.5
3203236800,2001,7,4,21.3,10.8,26.9
3203323200,2001,7,5,22.6,13.9,28.8
3203409600,2001,7,6,24,13.8,31
3203496000,2001,7,7,21.4,17.5,31.5
3203582400,2001,7,8,18.4,16.1,20.8
3203668800,2001,7,9,16.5,15.9,18
3203755200,2001,7,10,19.9,13.2,26.3
3203841600,2001,7,11,18.1,14.5,22.6
3203928000,2001,7,12,19.9,13.8,23.9
3204014400,2001,7,13,17.8,15.3,22.8
3204100800,2001,7,14,23,14.4,26
3204187200,2001,7,15,15.4,14.6,23.2
3204273600,2001,7,16,12.9,12,14.6
3204360000,2001,7,17,14.6,11.5,20.5
3204446400,2001,7,18,16.2,8.9,21.3
3204532800,2001,7,19,18.2,12.2,23.5
3204619200,2001,7,20,17,11.5,23.4
3204705600,2001,7,21,17.5,14.1,23.5
3204792000,2001,7,22,20.6,11.7,27.8
3204878400,2001,7,23,21.3,16.4,28.9
3204964800,2001,7,24,23.1,14.5,29.4
3205051200,2001,7,25,23.1,16.5,28.8
3205137600,2001,7,26,21.5,14.5,29.3
3205224000,2001,7,27,21.7,14.4,30
3205310400,2001,7,28,23,14.6,32.1
3205396800,2001,7,29,21.6,17.2,27.9
3205483200,2001,7,30,22.7,14.2,30.5
3205569600,2001,7,31,23,17.4,32.1
3205656000,2001,8,1,19.9,18.1,25
3205742400,2001,8,2,21,11.4,27.9
3205828800,2001,8,3,21.1,18.5,27.4
3205915200,2001,8,4,17,15.6,24.4
3206001600,2001,8,5,17.5,13.9,23.2
3206088000,2001,8,6,18,12.2,21.2
3206174400,2001,8,7,18.7,15.4,23
3206260800,2001,8,8,20.7,14.2,26
3206347200,2001,8,9,20,14.9,23.9
3206433600,2001,8,10,16.2,13.9,21.5
3206520000,2001,8,11,14.1,9.4,21
3206606400,2001,8,12,18.4,9,25.4
3206692800,2001,8,13,20,16.7,25
3206779200,2001,8,14,24.2,15.6,32.9
3206865600,2001,8,15,25.7,17.2,35.9
3206952000,2001,8,16,26.5,18.4,34.2
3207038400,2001,8,17,21.1,18.4,26.2
3207124800,2001,8,18,21.4,17.4,25.9
3207211200,2001,8,19,22.1,19.2,29
3207297600,2001,8,20,19,17.3,24.1
